63	64	0	62	63	64	0	0	0	50	49	50	0	46	47	0	43	42	41	40	39	0	37	36	0	0	0	34	0	38	37	0	0	0	49	0	0	0	49	48	47	48	49	50	51	
64	65	64	63	64	0	0	0	52	51	50	49	48	47	0	45	44	43	0	41	40	39	38	37	0	0	46	0	40	39	38	39	0	0	48	49	50	51	0	0	0	49	50	0	52	
65	66	0	0	0	56	55	54	53	52	51	50	49	48	47	46	45	44	43	42	41	40	39	38	39	0	45	0	41	40	39	40	0	46	47	48	0	52	0	52	51	50	0	54	53	
66	0	0	59	58	57	56	55	54	53	52	51	50	49	0	47	46	0	44	43	42	41	0	39	40	0	44	45	0	41	40	0	0	45	46	0	0	0	0	53	0	51	52	53	54	
67	0	61	60	0	58	57	56	0	54	53	52	51	50	0	48	47	46	45	44	43	42	0	40	41	42	43	44	43	42	41	42	43	44	45	0	0	0	53	54	55	0	53	0	0	
0	65	0	61	60	59	0	57	0	55	54	0	0	51	52	0	0	47	46	0	44	43	42	41	42	43	44	45	44	43	0	0	44	45	46	47	0	0	52	53	0	55	54	55	56	
65	64	63	62	61	0	59	58	57	56	55	56	0	52	0	0	0	48	0	46	45	44	43	42	43	44	45	46	0	0	0	0	45	46	47	48	49	50	51	52	53	54	55	0	57	
66	65	64	63	0	61	60	0	58	57	0	55	54	53	0	0	0	0	0	0	46	45	0	0	44	0	46	0	50	0	0	0	0	47	0	0	50	0	52	53	0	55	56	0	58	
67	66	65	64	63	62	61	60	59	58	59	0	0	0	55	54	53	52	0	48	47	0	47	46	45	46	47	48	49	50	0	54	55	0	57	58	0	0	53	54	55	56	57	0	59	
68	0	0	65	64	63	62	0	60	59	0	61	60	0	54	53	52	51	50	49	48	0	48	47	46	47	48	49	50	51	52	53	54	55	56	0	0	0	54	55	0	57	58	59	60	
69	0	67	66	65	0	0	0	61	60	61	60	59	58	0	54	53	52	51	50	0	0	0	48	47	48	0	50	51	52	53	54	55	56	57	58	0	0	55	0	0	0	59	60	0	
70	69	68	67	66	0	0	0	0	61	60	59	58	57	56	55	0	53	0	51	0	53	0	49	0	0	52	51	52	53	54	55	56	57	58	0	0	0	56	57	58	59	60	61	62	
71	70	0	68	67	0	71	0	63	62	61	0	0	58	57	56	55	54	53	52	53	52	51	50	51	52	53	52	0	54	55	0	0	58	0	60	59	58	57	58	59	0	0	62	0	
72	71	0	69	68	69	70	71	0	63	62	0	0	0	0	57	0	55	54	53	0	53	0	51	52	53	54	0	0	55	56	0	0	59	60	61	60	0	0	0	0	65	64	63	64	
0	72	71	70	0	0	0	72	73	0	63	0	0	62	0	0	57	56	0	54	0	0	0	0	53	0	55	56	57	56	0	60	61	60	61	62	61	0	71	0	67	66	0	64	65	
74	73	72	71	72	73	72	71	0	69	0	0	0	61	60	59	58	57	56	55	0	59	0	0	0	63	0	0	58	57	58	59	60	61	62	63	0	69	70	69	68	67	66	65	66	
75	0	0	72	73	72	71	70	69	68	67	0	0	0	61	0	59	0	0	56	57	58	0	0	63	62	61	60	59	0	59	60	61	62	0	0	67	68	69	0	69	68	0	66	67	
76	77	0	73	72	71	70	69	68	67	66	65	64	63	62	63	0	59	58	57	58	59	60	61	0	63	62	0	60	61	60	0	62	63	64	65	66	67	0	0	70	69	68	67	0	
77	76	75	74	73	0	71	0	0	68	67	66	65	0	63	64	0	60	59	58	0	0	61	0	0	0	63	0	0	62	61	0	0	64	0	66	67	68	69	70	71	70	69	68	69	
78	77	0	0	74	73	72	0	0	0	68	67	66	65	64	63	62	61	60	0	0	63	62	0	0	65	64	65	66	0	62	63	0	65	66	67	68	0	70	71	72	0	70	69	0	
79	78	77	76	75	74	73	72	71	70	69	68	0	66	65	64	0	62	0	0	65	64	63	64	65	0	65	66	67	0	63	0	67	66	67	68	69	0	71	72	0	72	71	70	71	
0	79	0	77	76	75	0	0	0	0	70	69	68	67	0	65	0	63	64	65	66	65	64	65	66	67	0	67	68	0	64	65	66	67	68	0	70	71	72	73	74	0	72	71	72	
81	80	81	0	0	76	77	78	0	82	0	0	69	68	67	66	65	64	65	66	67	66	65	66	67	68	69	0	67	66	65	66	67	68	69	70	71	72	73	0	75	74	73	72	73	
82	81	80	79	78	77	0	0	0	81	0	0	70	69	68	67	66	65	66	67	68	0	66	0	68	69	70	0	0	67	66	67	68	69	70	0	72	73	74	75	76	75	74	73	74	
83	82	81	80	79	78	0	0	81	80	79	80	0	70	0	68	67	66	0	0	69	68	67	68	0	0	0	0	0	68	67	68	69	70	71	72	73	74	75	0	0	76	75	0	75	
84	83	82	0	0	0	0	0	0	0	78	0	0	71	70	69	68	67	0	0	0	0	68	69	0	81	80	79	78	0	0	69	70	71	72	73	0	75	76	77	78	0	0	0	0	
0	0	83	84	0	0	83	82	0	0	77	76	0	72	71	70	69	68	0	0	75	76	0	0	81	80	79	78	77	76	0	0	71	0	0	0	79	0	77	78	0	0	83	84	0	
90	89	0	85	86	0	82	81	0	77	76	75	74	73	0	71	70	69	0	73	74	0	78	79	80	81	80	0	76	75	74	73	72	73	0	77	78	79	78	79	80	81	82	83	0	
0	88	87	86	0	82	81	80	79	78	0	76	75	74	73	72	71	70	71	72	73	0	77	78	79	80	81	80	0	76	0	74	73	74	75	76	0	0	79	0	81	0	0	84	0	
0	0	0	0	0	83	82	0	80	79	78	77	76	0	0	73	0	71	72	73	74	75	76	77	78	79	80	79	78	77	0	75	74	75	76	0	88	87	0	83	82	0	86	0	88	
0	0	87	86	85	84	83	84	0	80	0	0	77	76	75	74	73	72	73	74	75	0	77	78	79	80	81	80	79	78	77	76	75	76	77	0	87	86	85	84	83	84	85	86	87	
0	89	88	87	86	0	0	0	0	0	80	79	78	77	76	75	74	73	74	75	76	77	78	79	80	81	82	81	0	79	0	77	76	77	78	0	88	87	86	0	0	85	0	87	88	
